sensor,time,freq
1,2014-01-31T08:00:09+00:00,62411417.3228
1,2014-01-31T09:00:09+00:00,62411417.3228
1,2014-01-31T10:00:09+00:00,62411417.3228
1,2014-01-31T11:00:09+00:00,62411417.3228
1,2014-01-31T12:00:09+00:00,62411417.3228
1,2014-01-31T13:00:09+00:00,62411417.3228
1,2014-01-31T14:00:09+00:00,62411417.3228
1,2014-01-31T15:00:09+00:00,62411417.3228
1,2014-01-31T16:00:09+00:00,62411417.3228
1,2014-01-31T17:00:10+00:00,62411417.3228
1,2014-01-31T18:00:07+00:00,62411417.3228
1,2014-01-31T19:00:07+00:00,62411417.3228
1,2014-01-31T20:00:07+00:00,62411417.3228
1,2014-01-31T21:00:07+00:00,62411417.3228
1,2014-01-31T22:00:07+00:00,62411417.3228
1,2014-01-31T23:00:08+00:00,62411417.3228
1,2014-02-01T00:00:08+00:00,62411417.3228
1,2014-02-01T01:00:08+00:00,62411417.3228
1,2014-02-01T02:00:08+00:00,62411417.3228
1,2014-02-01T03:00:08+00:00,62411417.3228
1,2014-02-01T04:00:08+00:00,62411417.3228
1,2014-02-01T05:00:08+00:00,62411417.3228
1,2014-02-01T06:00:08+00:00,62411417.3228
1,2014-02-01T07:00:09+00:00,62411417.3228
1,2014-02-01T08:00:09+00:00,62411417.3228
1,2014-02-01T09:00:09+00:00,62411417.3228
1,2014-02-01T10:00:09+00:00,62411417.3228
1,2014-02-01T11:00:09+00:00,62411417.3228
1,2014-02-01T12:00:09+00:00,62411417.3228
1,2014-02-01T13:00:09+00:00,62411417.3228
1,2014-02-01T14:00:09+00:00,62411417.3228
1,2014-02-01T15:00:10+00:00,62411417.3228
1,2014-02-01T16:00:10+00:00,62411417.3228
1,2014-02-01T17:00:10+00:00,62411417.3228
1,2014-02-01T18:00:07+00:00,62411417.3228
1,2014-02-01T19:00:07+00:00,62411417.3228
1,2014-02-01T20:00:07+00:00,62411417.3228
1,2014-02-01T21:00:07+00:00,62411417.3228
1,2014-02-01T22:00:07+00:00,62411417.3228
1,2014-02-01T23:00:08+00:00,62411417.3228
1,2014-02-02T00:00:08+00:00,62411417.3228
1,2014-02-02T01:00:08+00:00,62411417.3228
1,2014-02-02T02:00:08+00:00,62411417.3228
1,2014-02-02T03:00:08+00:00,62411417.3228
1,2014-02-02T04:00:08+00:00,62411417.3228
1,2014-02-02T05:00:08+00:00,62411417.3228
1,2014-02-02T06:00:08+00:00,62411417.3228
1,2014-02-02T07:00:08+00:00,62411417.3228
1,2014-02-02T08:00:09+00:00,62411417.3228
1,2014-02-02T09:00:09+00:00,62411417.3228
1,2014-02-02T10:00:09+00:00,62411417.3228
1,2014-02-02T11:00:09+00:00,62411417.3228
1,2014-02-02T12:00:09+00:00,62411417.3228
1,2014-02-02T13:00:09+00:00,62411417.3228
1,2014-02-02T14:00:09+00:00,62411417.3228
1,2014-02-02T15:00:09+00:00,62411417.3228
1,2014-02-02T16:00:09+00:00,62411417.3228
1,2014-02-02T17:00:10+00:00,62411417.3228
1,2014-02-02T18:00:07+00:00,62411417.3228
1,2014-02-02T19:00:07+00:00,62411417.3228
1,2014-02-02T20:00:07+00:00,62411417.3228
1,2014-02-02T21:00:07+00:00,62411417.3228
1,2014-02-02T22:00:07+00:00,62411417.3228
1,2014-02-02T23:00:07+00:00,62411417.3228
1,2014-02-03T00:00:08+00:00,62411417.3228
1,2014-02-03T01:00:08+00:00,62411417.3228
1,2014-02-03T02:00:08+00:00,62411417.3228
1,2014-02-03T03:00:08+00:00,62411417.3228
1,2014-02-03T04:00:08+00:00,62411417.3228
1,2014-02-03T05:00:08+00:00,62411417.3228
1,2014-02-03T06:00:08+00:00,62411417.3228
1,2014-02-03T07:00:08+00:00,62411417.3228
1,2014-02-03T08:00:09+00:00,62411417.3228
1,2014-02-03T09:00:09+00:00,62411417.3228
1,2014-02-03T10:00:09+00:00,62411417.3228
1,2014-02-03T11:00:09+00:00,62411417.3228
1,2014-02-03T12:00:09+00:00,62411417.3228
1,2014-02-03T13:00:09+00:00,62411417.3228
1,2014-02-03T14:00:09+00:00,62411417.3228
1,2014-02-03T15:00:09+00:00,62411417.3228
1,2014-02-03T16:00:09+00:00,62411417.3228
1,2014-02-03T17:00:10+00:00,62411417.3228
1,2014-02-03T18:15:05+00:00,62411417.3228
1,2014-02-03T19:15:05+00:00,62411417.3228
1,2014-02-03T20:15:05+00:00,62411417.3228
1,2014-02-03T21:15:05+00:00,62411417.3228
1,2014-02-03T22:15:05+00:00,62411417.3228
1,2014-02-03T23:15:06+00:00,62411417.3228
1,2014-02-04T00:15:06+00:00,62411417.3228
1,2014-02-04T01:15:06+00:00,62411417.3228
1,2014-02-04T02:15:06+00:00,62411417.3228
1,2014-02-04T03:15:06+00:00,62411417.3228
1,2014-02-04T04:15:06+00:00,62411417.3228
1,2014-02-04T05:15:06+00:00,62411417.3228
1,2014-02-04T06:15:06+00:00,62411417.3228
1,2014-02-04T07:15:07+00:00,62411417.3228
1,2014-02-04T08:15:07+00:00,62411417.3228
1,2014-02-04T09:15:07+00:00,62411417.3228
1,2014-02-04T10:15:07+00:00,62411417.3228
1,2014-02-04T11:15:07+00:00,62411417.3228
1,2014-02-04T12:15:07+00:00,62411417.3228
1,2014-02-04T13:15:07+00:00,62411417.3228
1,2014-02-04T14:15:07+00:00,62411417.3228
1,2014-02-04T15:15:08+00:00,62411417.3228
1,2014-02-04T16:15:08+00:00,62411417.3228
1,2014-02-04T17:15:08+00:00,62411417.3228
1,2014-02-04T18:00:07+00:00,62411417.3228
1,2014-02-04T18:37:22+00:00,62411417.3228
1,2014-02-04T19:37:22+00:00,62411417.3228
1,2014-02-04T20:37:22+00:00,62411417.3228
1,2014-02-04T21:37:22+00:00,62411417.3228
1,2014-02-04T22:04:58+00:00,62411417.3228
1,2014-02-04T23:04:58+00:00,62411417.3228
1,2014-02-05T00:04:58+00:00,62411417.3228
1,2014-02-05T01:04:58+00:00,62411417.3228
1,2014-02-05T02:04:58+00:00,62411417.3228
1,2014-02-05T03:04:59+00:00,62411417.3228
1,2014-02-05T04:04:59+00:00,62411417.3228
1,2014-02-05T05:04:59+00:00,62411417.3228
1,2014-02-05T06:04:59+00:00,62411417.3228
1,2014-02-05T07:04:59+00:00,62411417.3228
1,2014-02-05T08:04:59+00:00,62411417.3228
1,2014-02-05T09:04:59+00:00,62411417.3228
1,2014-02-05T10:04:59+00:00,62411417.3228
1,2014-02-05T10:15:05+00:00,62411417.3228
1,2014-02-05T11:15:05+00:00,62411417.3228
1,2014-02-05T12:15:05+00:00,62411417.3228
1,2014-02-05T13:15:05+00:00,62411417.3228
1,2014-02-05T14:15:05+00:00,62411417.3228
1,2014-02-05T15:15:06+00:00,62411417.3228
1,2014-02-05T16:15:06+00:00,62411417.3228
1,2014-02-05T17:15:06+00:00,62411417.3228
1,2014-02-05T18:00:07+00:00,62411417.3228
1,2014-02-05T19:00:07+00:00,62411417.3228
1,2014-02-05T19:56:03+00:00,62411417.3228
1,2014-02-05T20:56:03+00:00,62411417.3228
1,2014-02-05T21:56:03+00:00,62411417.3228
1,2014-02-05T22:56:03+00:00,62411417.3228
1,2014-02-05T23:56:03+00:00,62411417.3228
1,2014-02-06T00:56:04+00:00,62411417.3228
1,2014-02-06T01:56:04+00:00,62411417.3228
1,2014-02-06T02:56:04+00:00,62411417.3228
1,2014-02-06T03:56:04+00:00,62411417.3228
1,2014-02-06T04:56:04+00:00,62411417.3228
1,2014-02-06T05:56:04+00:00,62411417.3228
1,2014-02-06T06:56:04+00:00,62411417.3228
1,2014-02-06T07:56:04+00:00,62411417.3228
1,2014-02-06T08:56:05+00:00,62411417.3228
1,2014-02-06T09:56:05+00:00,62411417.3228
1,2014-02-06T10:56:05+00:00,62411417.3228
1,2014-02-06T11:56:05+00:00,62411417.3228
1,2014-02-06T12:56:05+00:00,62411417.3228
1,2014-02-06T13:56:05+00:00,62411417.3228
1,2014-02-06T14:56:05+00:00,62411417.3228
1,2014-02-06T15:56:05+00:00,62411417.3228
1,2014-02-06T16:56:06+00:00,62411417.3228
1,2014-02-06T17:56:06+00:00,62411417.3228
1,2014-02-06T18:00:07+00:00,62411417.3228
1,2014-02-06T19:00:07+00:00,62411417.3228
1,2014-02-06T20:00:07+00:00,62411417.3228
1,2014-02-06T21:00:07+00:00,62411417.3228
1,2014-02-06T22:00:07+00:00,62411417.3228
1,2014-02-06T23:00:08+00:00,62411417.3228
1,2014-02-07T00:00:08+00:00,62411417.3228
1,2014-02-07T01:00:08+00:00,62411417.3228
1,2014-02-07T02:00:08+00:00,62411417.3228
1,2014-02-07T03:00:08+00:00,62411417.3228
1,2014-02-07T04:00:08+00:00,62411417.3228
1,2014-02-07T05:00:08+00:00,62411417.3228
1,2014-02-07T06:00:08+00:00,62411417.3228
1,2014-02-07T07:00:08+00:00,62411417.3228
1,2014-02-07T08:00:09+00:00,62411417.3228
1,2014-02-07T09:00:09+00:00,62411417.3228
1,2014-02-07T10:00:09+00:00,62411417.3228
1,2014-02-07T11:00:09+00:00,62411417.3228
1,2014-02-07T12:00:09+00:00,62411417.3228
1,2014-02-07T13:00:09+00:00,62411417.3228
1,2014-02-07T14:00:09+00:00,62411417.3228
1,2014-02-07T15:00:09+00:00,62411417.3228
1,2014-02-07T16:00:09+00:00,62411417.3228
1,2014-02-07T17:00:10+00:00,62411417.3228
1,2014-02-07T18:15:05+00:00,62411417.3228
1,2014-02-07T19:15:05+00:00,62411417.3228
1,2014-02-07T20:15:05+00:00,62411417.3228
1,2014-02-07T21:15:05+00:00,62411417.3228
1,2014-02-07T22:15:06+00:00,62411417.3228
1,2014-02-07T23:15:06+00:00,62411417.3228
1,2014-02-08T00:15:06+00:00,62411417.3228
1,2014-02-08T01:15:06+00:00,62411417.3228
1,2014-02-08T02:15:06+00:00,62411417.3228
1,2014-02-08T03:15:06+00:00,62411417.3228
1,2014-02-08T04:15:06+00:00,62411417.3228
1,2014-02-08T05:15:06+00:00,62411417.3228
1,2014-02-08T06:15:07+00:00,62411417.3228
1,2014-02-08T07:15:07+00:00,62411417.3228
1,2014-02-08T08:15:07+00:00,62411417.3228
1,2014-02-08T09:15:07+00:00,62411417.3228
1,2014-02-08T10:15:07+00:00,62411417.3228
1,2014-02-08T11:15:07+00:00,62411417.3228
1,2014-02-08T12:15:07+00:00,62411417.3228
1,2014-02-08T13:15:07+00:00,62411417.3228
1,2014-02-08T14:15:07+00:00,62411417.3228
1,2014-02-08T15:15:07+00:00,62411417.3228
1,2014-02-08T16:15:08+00:00,62411417.3228
1,2014-02-08T17:15:08+00:00,62411417.3228
1,2014-02-08T18:00:07+00:00,62411417.3228
1,2014-02-08T19:00:07+00:00,62411417.3228
1,2014-02-08T20:00:07+00:00,62411417.3228
1,2014-02-08T21:00:07+00:00,62411417.3228
1,2014-02-08T22:00:07+00:00,62411417.3228
1,2014-02-08T23:00:08+00:00,62411417.3228
1,2014-02-09T00:00:08+00:00,62411417.3228
1,2014-02-09T01:00:08+00:00,62411417.3228
1,2014-02-09T02:00:08+00:00,62411417.3228
1,2014-02-09T03:00:08+00:00,62411417.3228
1,2014-02-09T04:00:08+00:00,62411417.3228
1,2014-02-09T05:00:08+00:00,62411417.3228
1,2014-02-09T06:00:08+00:00,62411417.3228
1,2014-02-09T07:00:08+00:00,62411417.3228
1,2014-02-09T08:00:09+00:00,62411417.3228
1,2014-02-09T09:00:09+00:00,62411417.3228
1,2014-02-09T10:00:09+00:00,62411417.3228
1,2014-02-09T11:00:09+00:00,62411417.3228
1,2014-02-09T19:53:34+00:00,49911417.3228
1,2014-02-09T20:53:34+00:00,49911417.3228
1,2014-02-09T21:53:34+00:00,49911417.3228
1,2014-02-09T22:53:34+00:00,49911417.3228
1,2014-02-09T23:53:34+00:00,49911417.3228
1,2014-02-10T00:53:35+00:00,49911417.3228
1,2014-02-10T01:53:35+00:00,49911417.3228
1,2014-02-10T02:53:35+00:00,49911417.3228
1,2014-02-10T03:53:35+00:00,49911417.3228
1,2014-02-10T04:53:35+00:00,49911417.3228
1,2014-02-10T05:53:35+00:00,49911417.3228
1,2014-02-10T06:53:35+00:00,49911417.3228
1,2014-02-10T07:53:35+00:00,49911417.3228
1,2014-02-10T08:53:36+00:00,49911417.3228
1,2014-02-10T09:38:33+00:00,49911417.3228
1,2014-02-10T10:38:33+00:00,49911417.3228
1,2014-02-10T11:38:33+00:00,49911417.3228
1,2014-02-10T12:38:33+00:00,49911417.3228
1,2014-02-10T13:38:33+00:00,49911417.3228
1,2014-02-10T14:38:34+00:00,49911417.3228
1,2014-02-10T15:38:34+00:00,49911417.3228
1,2014-02-10T16:38:34+00:00,49911417.3228
1,2014-02-10T17:38:34+00:00,49911417.3228
1,2014-02-10T18:00:07+00:00,49911417.3228
1,2014-02-10T19:00:07+00:00,49911417.3228
1,2014-02-10T20:00:07+00:00,49911417.3228
1,2014-02-10T21:00:07+00:00,49911417.3228
1,2014-02-10T22:00:07+00:00,49911417.3228
1,2014-02-10T23:00:07+00:00,49911417.3228
1,2014-02-11T00:00:08+00:00,49911417.3228
1,2014-02-11T01:00:08+00:00,49911417.3228
1,2014-02-11T02:00:08+00:00,49911417.3228
1,2014-02-11T03:00:08+00:00,49911417.3228
1,2014-02-11T04:00:08+00:00,49911417.3228
1,2014-02-11T05:00:08+00:00,49911417.3228
1,2014-02-11T06:00:09+00:00,49911417.3228
1,2014-02-11T07:00:09+00:00,49911417.3228
1,2014-02-11T08:00:09+00:00,49911417.3228
1,2014-02-11T09:00:09+00:00,49911417.3228
1,2014-02-11T10:00:09+00:00,49911417.3228
1,2014-02-11T11:00:09+00:00,49911417.3228
1,2014-02-11T12:00:09+00:00,49911417.3228
1,2014-02-11T13:00:09+00:00,49911417.3228
1,2014-02-11T14:00:09+00:00,49911417.3228
1,2014-02-11T15:00:10+00:00,49911417.3228
1,2014-02-11T16:00:10+00:00,49911417.3228
1,2014-02-11T17:00:10+00:00,49911417.3228
1,2014-02-11T18:00:07+00:00,49911417.3228
1,2014-02-11T19:00:07+00:00,49911417.3228
1,2014-02-11T20:00:07+00:00,49911417.3228
1,2014-02-11T21:00:07+00:00,49911417.3228
1,2014-02-11T22:00:07+00:00,49911417.3228
1,2014-02-11T23:00:08+00:00,49911417.3228
1,2014-02-12T00:00:08+00:00,49911417.3228
1,2014-02-12T01:00:08+00:00,49911417.3228
1,2014-02-12T02:00:08+00:00,49911417.3228
1,2014-02-12T03:00:08+00:00,49911417.3228
1,2014-02-12T04:00:08+00:00,49911417.3228
1,2014-02-12T05:00:09+00:00,49911417.3228
1,2014-02-12T06:00:09+00:00,49911417.3228
1,2014-02-12T07:00:09+00:00,49911417.3228
1,2014-02-12T08:00:09+00:00,49911417.3228
1,2014-02-12T09:00:09+00:00,49911417.3228
1,2014-02-12T10:00:09+00:00,49911417.3228
1,2014-02-12T11:00:09+00:00,49911417.3228
1,2014-02-12T12:00:09+00:00,49911417.3228
1,2014-02-12T13:00:09+00:00,49911417.3228
1,2014-02-12T14:00:10+00:00,49911417.3228
1,2014-02-12T15:00:10+00:00,49911417.3228
1,2014-02-12T16:00:10+00:00,49911417.3228
1,2014-02-12T17:00:10+00:00,49911417.3228
1,2014-02-12T18:00:08+00:00,49911417.3228
1,2014-02-12T19:00:08+00:00,49911417.3228
1,2014-02-12T20:00:08+00:00,49911417.3228
1,2014-02-12T21:00:08+00:00,49911417.3228
1,2014-02-12T22:00:08+00:00,49911417.3228
1,2014-02-12T23:00:08+00:00,49911417.3228
1,2014-02-13T00:00:09+00:00,49911417.3228
1,2014-02-13T01:00:09+00:00,49911417.3228
1,2014-02-13T02:00:09+00:00,49911417.3228
1,2014-02-13T03:00:09+00:00,49911417.3228
1,2014-02-13T04:00:09+00:00,49911417.3228
1,2014-02-13T05:00:09+00:00,49911417.3228
1,2014-02-13T06:00:09+00:00,49911417.3228
1,2014-02-13T07:00:09+00:00,49911417.3228
1,2014-02-13T08:00:10+00:00,49911417.3228
1,2014-02-13T09:00:10+00:00,49911417.3228
1,2014-02-13T10:00:10+00:00,49911417.3228
1,2014-02-13T11:00:10+00:00,49911417.3228
1,2014-02-13T12:00:10+00:00,49911417.3228
1,2014-02-13T13:00:10+00:00,49911417.3228
1,2014-02-13T14:00:10+00:00,49911417.3228
1,2014-02-13T15:00:10+00:00,49911417.3228
1,2014-02-13T16:00:10+00:00,49911417.3228
1,2014-02-13T17:00:11+00:00,49911417.3228
1,2014-02-13T18:00:07+00:00,49911417.3228
1,2014-02-13T19:00:07+00:00,49911417.3228
1,2014-02-13T20:00:07+00:00,49911417.3228
1,2014-02-13T21:00:07+00:00,49911417.3228
1,2014-02-13T22:00:07+00:00,49911417.3228
1,2014-02-13T23:00:07+00:00,49911417.3228
1,2014-02-14T00:00:08+00:00,49911417.3228
1,2014-02-14T01:00:08+00:00,49911417.3228
1,2014-02-14T02:00:08+00:00,49911417.3228
1,2014-02-14T03:00:08+00:00,49911417.3228
1,2014-02-14T04:00:08+00:00,49911417.3228
1,2014-02-14T05:00:08+00:00,49911417.3228
1,2014-02-14T06:00:08+00:00,49911417.3228
1,2014-02-14T07:00:08+00:00,49911417.3228
1,2014-02-14T08:00:08+00:00,49911417.3228
1,2014-02-14T09:00:09+00:00,49911417.3228
1,2014-02-14T10:00:09+00:00,49911417.3228
1,2014-02-14T11:00:09+00:00,49911417.3228
1,2014-02-14T12:00:09+00:00,49911417.3228
1,2014-02-14T13:00:09+00:00,49911417.3228
1,2014-02-14T14:00:09+00:00,49911417.3228
1,2014-02-14T15:00:09+00:00,49911417.3228
1,2014-02-14T16:00:10+00:00,49911417.3228
1,2014-02-14T17:00:10+00:00,49911417.3228
1,2014-02-14T18:00:07+00:00,49911417.3228
1,2014-02-14T19:00:07+00:00,49911417.3228
1,2014-02-14T20:00:07+00:00,49911417.3228
1,2014-02-14T21:00:07+00:00,49911417.3228
1,2014-02-14T22:00:07+00:00,49911417.3228
1,2014-02-14T23:00:08+00:00,49911417.3228
1,2014-02-15T00:00:08+00:00,49911417.3228
1,2014-02-15T01:00:08+00:00,49911417.3228
1,2014-02-15T02:00:08+00:00,49911417.3228
1,2014-02-15T03:00:08+00:00,49911417.3228
1,2014-02-15T04:00:08+00:00,49911417.3228
1,2014-02-15T05:00:08+00:00,49911417.3228
1,2014-02-15T06:00:08+00:00,49911417.3228
1,2014-02-15T07:00:09+00:00,49911417.3228
1,2014-02-15T08:00:09+00:00,49911417.3228
1,2014-02-15T09:00:09+00:00,49911417.3228
1,2014-02-15T10:00:09+00:00,49911417.3228
1,2014-02-15T11:00:09+00:00,49911417.3228
1,2014-02-15T12:00:09+00:00,49911417.3228
1,2014-02-15T13:00:09+00:00,49911417.3228
1,2014-02-15T14:00:10+00:00,49911417.3228
1,2014-02-15T15:00:10+00:00,49911417.3228
1,2014-02-15T16:00:10+00:00,49911417.3228
1,2014-02-15T17:00:10+00:00,49911417.3228
1,2014-02-15T18:00:07+00:00,49911417.3228
1,2014-02-15T19:00:07+00:00,49911417.3228
1,2014-02-15T20:00:07+00:00,49911417.3228
1,2014-02-15T21:00:07+00:00,49911417.3228
1,2014-02-15T22:00:07+00:00,49911417.3228
1,2014-02-15T23:00:07+00:00,49911417.3228
1,2014-02-16T00:00:08+00:00,49911417.3228
1,2014-02-16T01:00:08+00:00,49911417.3228
1,2014-02-16T02:00:08+00:00,49911417.3228
1,2014-02-16T03:00:08+00:00,49911417.3228
1,2014-02-16T04:00:08+00:00,49911417.3228
1,2014-02-16T05:00:08+00:00,49911417.3228
1,2014-02-16T06:00:08+00:00,49911417.3228
1,2014-02-16T07:00:08+00:00,49911417.3228
1,2014-02-16T08:00:09+00:00,49911417.3228
1,2014-02-16T09:00:09+00:00,49911417.3228
1,2014-02-16T10:00:09+00:00,49911417.3228
1,2014-02-16T11:00:09+00:00,49911417.3228
1,2014-02-16T12:00:09+00:00,49911417.3228
1,2014-02-16T13:00:09+00:00,49911417.3228
1,2014-02-16T14:00:09+00:00,49911417.3228
1,2014-02-16T15:00:09+00:00,49911417.3228
1,2014-02-16T16:00:10+00:00,49911417.3228
1,2014-02-16T17:00:10+00:00,49911417.3228
1,2014-02-16T18:00:07+00:00,49911417.3228
1,2014-02-16T19:00:07+00:00,49911417.3228
1,2014-02-16T20:00:07+00:00,49911417.3228
1,2014-02-16T21:00:07+00:00,49911417.3228
1,2014-02-16T22:00:07+00:00,49911417.3228
1,2014-02-16T23:00:07+00:00,49911417.3228
1,2014-02-17T00:00:08+00:00,49911417.3228
1,2014-02-17T01:00:08+00:00,49911417.3228
1,2014-02-17T02:00:08+00:00,49911417.3228
1,2014-02-17T03:00:08+00:00,49911417.3228
1,2014-02-17T04:00:08+00:00,49911417.3228
1,2014-02-17T05:00:08+00:00,49911417.3228
1,2014-02-17T06:00:08+00:00,49911417.3228
1,2014-02-17T07:00:09+00:00,49911417.3228
1,2014-02-17T08:00:09+00:00,49911417.3228
1,2014-02-17T09:00:09+00:00,49911417.3228
1,2014-02-17T10:00:09+00:00,49911417.3228
1,2014-02-17T11:00:09+00:00,49911417.3228
1,2014-02-17T12:00:09+00:00,49911417.3228
1,2014-02-17T13:00:09+00:00,49911417.3228
1,2014-02-17T14:00:09+00:00,49911417.3228
1,2014-02-17T15:00:10+00:00,49911417.3228
1,2014-02-17T16:00:10+00:00,49911417.3228
1,2014-02-17T17:00:10+00:00,49911417.3228
1,2014-02-17T18:00:07+00:00,49911417.3228
1,2014-02-17T19:00:07+00:00,49911417.3228
1,2014-02-17T20:00:07+00:00,49911417.3228
1,2014-02-17T21:00:07+00:00,49911417.3228
1,2014-02-17T22:00:07+00:00,49911417.3228
1,2014-02-17T23:00:07+00:00,49911417.3228
1,2014-02-18T00:00:08+00:00,49911417.3228
1,2014-02-18T01:00:08+00:00,49911417.3228
1,2014-02-18T02:00:08+00:00,49911417.3228
1,2014-02-18T03:00:08+00:00,49911417.3228
1,2014-02-18T04:00:08+00:00,49911417.3228
1,2014-02-18T05:00:08+00:00,49911417.3228
1,2014-02-18T06:00:08+00:00,49911417.3228
1,2014-02-18T07:00:08+00:00,49911417.3228
1,2014-02-18T08:00:08+00:00,49911417.3228
1,2014-02-18T09:00:09+00:00,49911417.3228
1,2014-02-18T10:00:09+00:00,49911417.3228
1,2014-02-18T11:00:09+00:00,49911417.3228
1,2014-02-18T12:00:09+00:00,49911417.3228
1,2014-02-18T13:00:09+00:00,49911417.3228
1,2014-02-18T14:00:09+00:00,49911417.3228
1,2014-02-18T15:00:09+00:00,49911417.3228
1,2014-02-18T16:00:09+00:00,49911417.3228
1,2014-02-18T17:00:10+00:00,49911417.3228
1,2014-02-18T17:24:15+00:00,83035433.0709
1,2014-02-18T17:39:03+00:00,83035433.0709
1,2014-02-18T17:40:10+00:00,83035433.0709
1,2014-02-18T18:00:04+00:00,83035433.0709
1,2014-02-18T18:05:00+00:00,83035433.0709
1,2014-02-18T19:05:00+00:00,83035433.0709
1,2014-02-18T20:05:00+00:00,83035433.0709
1,2014-02-18T21:05:00+00:00,83035433.0709
1,2014-02-18T22:05:00+00:00,83035433.0709
1,2014-02-18T23:05:00+00:00,83035433.0709
1,2014-02-19T00:05:01+00:00,83035433.0709
1,2014-02-19T01:05:01+00:00,83035433.0709
1,2014-02-19T02:05:01+00:00,83035433.0709
1,2014-02-19T03:05:01+00:00,83035433.0709
1,2014-02-19T04:05:01+00:00,83035433.0709
1,2014-02-19T05:05:01+00:00,83035433.0709
1,2014-02-19T06:05:01+00:00,83035433.0709
1,2014-02-19T07:05:01+00:00,83035433.0709
1,2014-02-19T08:05:01+00:00,83035433.0709
1,2014-02-19T09:05:01+00:00,83035433.0709
1,2014-02-19T10:05:01+00:00,83035433.0709
1,2014-02-19T11:05:02+00:00,83035433.0709
1,2014-02-19T11:55:47+00:00,83035433.0709
1,2014-02-19T12:09:49+00:00,83035433.0709
1,2014-02-19T12:15:05+00:00,83035433.0709
1,2014-02-19T12:22:25+00:00,83035433.0709
1,2014-02-19T12:32:21+00:00,83035433.0709
1,2014-02-19T13:15:05+00:00,83035433.0709
1,2014-02-19T14:15:05+00:00,83035433.0709
1,2014-02-19T15:15:05+00:00,83035433.0709
1,2014-02-19T16:15:05+00:00,83035433.0709
1,2014-02-19T17:15:06+00:00,83035433.0709
1,2014-02-19T17:21:47+00:00,83035433.0709
1,2014-02-19T18:00:05+00:00,83035433.0709
1,2014-02-19T18:14:33+00:00,83035433.0709
1,2014-02-19T18:27:47+00:00,83035433.0709
1,2014-02-19T19:27:47+00:00,83035433.0709
1,2014-02-19T20:27:47+00:00,83035433.0709
1,2014-02-19T21:27:47+00:00,83035433.0709
1,2014-02-19T22:27:47+00:00,83035433.0709
1,2014-02-19T23:27:47+00:00,83035433.0709
1,2014-02-20T00:27:48+00:00,83035433.0709
1,2014-02-20T01:27:48+00:00,83035433.0709
1,2014-02-20T02:27:48+00:00,83035433.0709
1,2014-02-20T03:27:48+00:00,83035433.0709
1,2014-02-20T04:27:48+00:00,83035433.0709
1,2014-02-20T05:27:48+00:00,83035433.0709
1,2014-02-20T06:27:48+00:00,83035433.0709
1,2014-02-20T07:27:48+00:00,83035433.0709
1,2014-02-20T08:27:49+00:00,83035433.0709
1,2014-02-20T09:27:49+00:00,83035433.0709
1,2014-02-20T10:27:49+00:00,83035433.0709
1,2014-02-20T11:27:49+00:00,83035433.0709
1,2014-02-20T12:27:49+00:00,83035433.0709
1,2014-02-20T13:27:49+00:00,83035433.0709
1,2014-02-20T14:27:49+00:00,83035433.0709
1,2014-02-20T15:27:49+00:00,83035433.0709
1,2014-02-20T16:27:50+00:00,83035433.0709
1,2014-02-20T17:27:50+00:00,83035433.0709
1,2014-02-20T18:00:07+00:00,83035433.0709
1,2014-02-20T19:00:07+00:00,83035433.0709
